"","person_id","gender","age","income","tenure","tot_off_rec","tot_off_view","tot_off_comp","tot_reward","tot_trans","tot_amount","ave_amount","max_amount","ave_amount_in","tot_trans_in","ave_amount_out","tot_trans_out","tot_reward_rec","bogo_rec","disc_rec","info_rec","bogo_view","disc_view","info_view","bogo_comp","disc_comp","mob_rec","social_rec","web_rec","mob_view","social_view","web_view","mob_comp","social_comp","web_comp"
"4619","c79f517e43ca4838bed253e0fda9cebd","M",67,44000,298,5,3,1,2,5,13.62,2.72,10.08,10.08,1,0.88,4,2,2,3,0,0,3,2,0,1,5,3,5,3,3,2,1,1,1
"4620","d88b4dbc2ff54dbcb9b99db4802657ac","M",44,38000,84,6,5,0,0,4,5.17,1.29,1.98,0,0,1.29,4,0,3,1,2,3,1,3,0,0,6,4,4,5,4,3,0,0,0
"4621","8c03c9716ffa4825b57af6b5cfee0f82","M",37,39000,87,2,1,0,0,4,3.43,0.86,1.64,0,0,0.86,4,0,0,0,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0
"4622","2f62fe8c53e04f828e25f57df9d56282","F",69,73000,937,4,4,3,15,11,946.98,86.09,712.14,25.49,3,108.81,8,15,1,3,0,1,3,1,1,2,4,3,4,4,3,1,3,2,3
"4623","c7c7c87a97a04536b8c7f5a5e386935a","F",40,61000,817,5,3,5,20,19,307.97,16.21,29.3,16.38,5,16.15,14,20,3,2,0,1,2,3,3,2,5,4,5,3,3,3,5,4,5
"4624","0ae565c6ebc5417db7f6d2ee5eaabe72","F",41,54000,896,3,2,3,18,17,226.12,13.3,30.6,15.09,3,12.92,14,18,1,2,0,1,1,1,1,2,2,2,3,2,2,1,2,2,3
"4625","5d02e48e7b974a69875d0c6ab097928e","M",37,71000,59,5,5,0,0,12,32.93,2.74,6.52,0,0,2.74,12,0,1,3,1,1,3,1,0,0,5,5,3,5,5,1,0,0,0
"4626","f760c17c8e72437ab9498ec9a866e69a","M",19,65000,200,6,3,0,0,2,6.96,3.48,5.72,0,0,3.48,2,0,1,3,2,1,1,1,0,0,4,3,5,3,3,1,0,0,0
"4627","0dd96a99c8814d0c9ce06a4f1aadbb9c","F",33,51000,488,5,3,3,10,13,157.8,12.14,27.96,21.64,2,10.41,11,10,1,4,0,1,2,1,0,3,4,3,5,3,3,1,2,2,3
"4628","f8a59176e4a84d2786e0ebb892fb322f","M",56,49000,915,5,4,3,10,9,89.64,9.96,18.98,13.15,3,8.36,6,10,1,3,1,1,2,1,0,3,4,2,5,4,2,1,2,1,3
"4629","3d9147dad37e4543804cebd0891c6438","M",82,40000,252,5,4,0,0,6,15.38,2.56,3.9,0,0,2.56,6,0,2,2,1,2,1,2,0,0,5,3,4,4,3,2,0,0,0
"4630","7e684e29d55d4003a95a8e70c04d973f","F",69,80000,43,5,4,3,12,3,77.07,25.69,35.37,25.69,3,0,0,12,0,4,1,0,3,0,0,3,3,2,5,3,2,0,1,1,3
"4631","9f9eb9386d71451bb751acee1ab3603d","M",53,57000,156,5,5,1,10,4,53.83,13.46,18.05,14.75,1,13.03,3,10,1,2,2,1,2,1,1,0,4,3,3,4,3,1,1,1,1
"4632","3c08c9c72bd743bea16f48d167dfe0e7","F",29,43000,180,4,2,0,0,6,12.93,2.15,4.27,0,0,2.15,6,0,1,2,1,1,0,1,0,0,2,1,3,2,1,1,0,0,0
"4633","e633a5cfcd1b4915954a1172a879f6f1","M",63,31000,197,6,4,0,0,2,9.52,4.76,5.5,0,0,4.76,2,0,2,3,1,2,2,2,0,0,5,4,6,4,4,2,0,0,0
"4634","98c1b918a5ed47758c74bf3450b3dc2a","F",48,56000,292,5,5,4,27,10,147.2,14.72,25.65,15.69,4,14.07,6,27,4,1,0,4,1,4,3,1,5,5,2,5,5,4,4,4,2
"4635","9766bd644a6748b0a7d71b305a4e576a","F",48,58000,52,6,2,2,7,3,41.98,13.99,23.26,17.01,2,7.97,1,7,0,5,1,0,2,0,0,2,4,3,5,2,1,0,1,1,2
"4636","53ea5c4a167140e7afbe5afcc56d1107","M",58,71000,928,5,2,3,14,4,70.84,17.71,22.9,18.25,3,16.1,1,14,1,3,1,0,1,1,1,2,5,3,3,2,2,1,3,2,2
"4637","172078490b5d4027add9d498e5a8db95","F",72,87000,310,3,3,2,10,4,71.95,17.99,21.54,20.13,2,15.84,2,10,1,2,0,1,2,1,0,2,1,1,3,1,1,1,0,0,2
"4638","0b2c053116874c8abe7c1c4aa9af7e24","M",60,60000,19,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,6,3,6,4,3,0,0,0,0
"4639","c9c0e595d6b84dfc8bee2592160bee11","M",28,40000,1753,6,5,4,16,19,57.02,3,17.18,7.05,4,1.92,15,16,2,3,1,2,2,2,2,2,6,5,5,5,4,2,4,3,4
"4640","086f6cec7c6e4f5c9d401b015f39c764","M",53,32000,147,4,1,0,0,5,10.46,2.09,5.34,0,0,2.09,5,0,2,2,0,1,0,2,0,0,2,1,3,1,1,2,0,0,0
"4641","90dfdd37a816473ca7fd1fc806c657e2","F",68,105000,1055,3,1,2,15,5,117.55,23.51,36.71,21.18,2,25.06,3,15,3,0,0,1,0,3,2,0,3,1,3,1,1,3,2,1,2
"4642","0bd0abaa6fca42d8b186c24c78358fa6","F",69,73000,662,4,4,3,15,9,175.81,19.53,27.73,17.78,3,20.41,6,15,1,2,1,1,2,1,1,2,4,2,4,4,2,1,3,2,3
"4643","9acbb111ba2f452cbbafabaf49138377","M",77,44000,1468,1,0,0,0,6,13.6,2.27,3.63,0,0,2.27,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4644","a13d12b423c0443cbaa3815ce04ed056","M",27,45000,239,4,3,1,5,8,32.91,4.11,9.74,9.74,1,3.31,7,5,1,2,1,1,1,1,1,0,3,3,3,3,3,1,1,1,1
"4645","9d9762e2f526402aa214e18be86ecb0f","M",57,104000,307,4,4,3,23,7,168.09,24.01,33.52,24.13,3,23.92,4,23,2,1,1,2,1,2,2,1,4,3,3,4,3,2,3,3,2
"4646","76d3f11f0c614119a5c3d96dc28013be","F",76,65000,228,5,2,0,0,5,13.84,2.77,6.5,0,0,2.77,5,0,2,3,0,2,0,2,0,0,3,2,5,2,2,2,0,0,0
"4647","b94aefa7597140bf80049cf3516a4bc9","F",29,56000,881,4,4,2,12,10,136.2,13.62,22.98,14.47,2,13.41,8,12,1,1,2,1,1,1,1,1,4,3,3,4,3,1,2,2,2
"4648","9da8d70d1ce44f678219834a1b14b427","F",54,87000,332,3,2,3,13,7,158.43,22.63,35.78,27.53,3,18.96,4,13,0,3,0,0,2,0,0,3,1,1,3,1,1,0,1,1,3
"4649","686337f3cd1d4f548af8dcf79b727954","F",58,86000,537,4,3,3,14,9,226.28,25.14,34.01,25.09,3,25.17,6,14,1,2,1,1,1,1,1,2,4,2,2,3,2,1,3,1,2
"4650","8de27665b103421f840103be3a5b071c","F",89,1e+05,81,5,2,1,3,1,21.07,21.07,21.07,21.07,1,0,0,3,2,3,0,1,1,2,0,1,4,3,3,2,2,2,1,1,1
"4651","044a7e5bbe7f4c66a898ad1dc4bc0049","M",65,52000,96,5,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,1,0,0,3,1,5,3,1,1,0,0,0
"4652","6f4a8b6d5cdb46cf80e56a416e43e7b3","M",45,54000,1488,5,5,1,3,20,53.45,2.67,4.29,2.24,1,2.7,19,3,4,1,0,4,1,4,0,1,5,5,3,5,5,4,1,1,1
"4653","be169db479dc428dbd49bec31058047a","O",55,63000,1018,4,4,3,14,10,189.93,18.99,30.46,20.59,3,18.31,7,14,1,2,1,1,2,1,1,2,4,3,2,4,3,1,3,2,2
"4654","fac3b68123004528ad5a02842818eee5","M",20,41000,62,5,5,3,12,10,85.7,8.57,16.38,10.24,3,7.85,7,12,2,2,1,2,2,2,1,2,4,1,5,4,1,2,2,0,3
"4655","b88d5bca2d8046fc870ff7cf55e68623","M",52,56000,250,4,3,0,0,6,13.68,2.28,4.42,0,0,2.28,6,0,1,3,0,1,2,1,0,0,3,3,3,3,3,1,0,0,0
"4656","83050d3e8f1841469a596565018383f1","F",62,120000,542,6,3,5,45,9,245.8,27.31,31.96,28.76,4,26.15,5,45,4,1,1,3,0,4,4,1,5,5,3,3,3,4,4,4,3
"4657","09bed795bc814b4e9ab2cad8f8b78fc0","F",77,109000,793,5,3,3,6,8,228.07,28.51,36.51,27.57,3,29.07,5,6,1,3,1,0,2,1,0,3,5,2,4,3,2,1,3,1,3
"4658","ce5d2d20e95e40e5a9a6ead3545fb393","F",60,85000,408,5,5,3,14,8,180.83,22.6,33.25,24.9,3,21.23,5,14,1,2,2,1,2,1,1,2,5,3,4,5,3,1,3,2,3
"4659","7b16ed6d6af641b48ff87971211ee60f","M",48,53000,455,6,6,5,35,13,171.55,13.2,24.25,16.15,5,11.35,8,35,3,2,1,3,2,3,3,2,6,5,5,6,5,3,5,5,4
"4660","ebc3aaf34b8b409d87b2485e8c76621a","M",61,55000,672,5,4,5,14,10,143.94,14.39,24.39,12.86,4,15.42,6,14,1,4,0,1,3,1,1,4,5,3,5,4,3,1,5,3,5
"4661","2dbab8bd18a340eea8fe57fc492d6bdd","M",29,53000,78,4,4,2,8,4,19.71,4.93,8.71,7.06,2,2.8,2,8,2,1,1,2,1,2,1,1,4,3,3,4,3,2,2,1,2
"4662","3889324c08c44aaaa40cbd2fe19964db","M",71,38000,1164,4,2,0,0,12,31.56,2.63,8.65,0,0,2.63,12,0,2,1,1,2,0,2,0,0,3,1,4,2,1,2,0,0,0
"4663","f7178f6391fc4b698ea2e04bd7ffe512","M",53,49000,82,2,2,0,0,5,16.62,3.32,9.62,0,0,3.32,5,0,1,0,1,1,0,1,0,0,2,2,0,2,2,1,0,0,0
"4664","8c54f6657313449b9f78e1f6b7a17aa9","M",83,90000,722,3,3,2,6,6,163.13,27.19,40.92,30.19,2,25.69,4,6,0,2,1,0,2,0,0,2,3,3,2,3,3,0,2,2,2
"4665","0ac4cc504d9047d3aac00d5c8417f784","F",53,87000,366,5,4,5,37,9,186.39,20.71,27.38,20.79,5,20.61,4,37,4,1,0,4,0,4,4,1,5,4,3,4,4,4,5,4,3
"4666","12b94bd1574647a8a7ffcb4ddbf3f044","F",67,109000,1002,4,3,3,14,9,275.6,30.62,50.47,28.65,3,31.61,6,14,1,3,0,1,2,1,1,2,4,2,3,3,2,1,3,2,2
"4667","baa8971400b245f79072e0bb96c3b7a9","M",53,86000,1098,5,5,4,19,8,164.63,20.58,31.09,21.87,4,19.29,4,19,2,2,1,2,2,2,2,2,5,4,3,5,4,2,4,3,3
"4668","9066980ec7ea44889f8b1d326b710ebc","M",39,58000,281,5,2,0,0,5,9.76,1.95,3.85,0,0,1.95,5,0,2,3,0,1,1,2,0,0,3,2,5,2,2,2,0,0,0
"4669","a9bbadc2f69b4da9bbe7ec7f6d4f6ff3","M",66,90000,716,6,4,5,35,10,252.59,25.26,34.3,24.55,4,25.74,6,35,5,0,1,4,0,5,5,0,6,3,5,4,3,5,5,3,4
"4670","13d3c1b4461a418ea65dd9ddc7ab77bf","M",72,36000,295,5,3,0,0,5,16.06,3.21,9.88,0,0,3.21,5,0,0,3,2,0,2,0,0,0,4,3,4,3,3,0,0,0,0
"4671","aed8e306eb214dc4991026c1005bff46","F",59,89000,573,5,2,3,20,3,68.18,22.73,25.43,23.22,2,21.75,1,20,2,3,0,2,0,2,2,1,2,2,4,2,2,2,2,2,2
"4672","6afa642622ef46e1b92f4135748e5fd8","F",75,71000,480,6,5,5,28,11,192.41,17.49,27.25,17.87,5,17.17,6,28,3,2,1,2,2,3,3,2,5,4,5,4,4,3,4,3,5
"4673","b945adc6b8ea4694afba86d644198719","M",77,87000,49,5,4,4,22,6,152.05,25.34,34.16,23.06,3,27.62,3,22,2,3,0,2,2,2,2,2,4,3,4,4,3,2,3,2,3
"4674","7ffb919d222447e2af22712b28cf1a60","F",74,31000,331,5,4,4,15,12,84.02,7,12.22,7.73,4,6.64,8,15,1,3,1,0,3,1,1,3,4,4,4,3,3,1,3,3,4
"4675","526344b8d63d412fa9014ce5f6d12fc7","F",68,84000,285,5,4,0,0,2,44.98,22.49,25.73,0,0,22.49,2,0,1,1,3,1,1,1,0,0,5,4,3,4,4,1,0,0,0
"4676","c34b2bbea66543e6959258063efe9fbc","M",70,48000,43,5,3,1,5,7,20.47,2.92,6.97,6.97,1,2.25,6,5,2,2,1,1,1,2,1,0,4,2,4,3,2,2,1,0,1
"4677","4775a5d49fe74984a7a43e26c4114c8a","M",34,68000,224,6,5,3,10,9,41.29,4.59,7.84,7.2,2,3.84,7,10,2,3,1,2,3,2,1,2,6,5,5,5,5,2,3,3,3
"4678","38fd7e72884849348f4c46ee282868d7","M",59,64000,808,4,4,3,17,8,132.8,16.6,30.32,21.84,3,13.45,5,17,2,1,1,2,1,2,2,1,4,2,3,4,2,2,3,2,2
"4679","5f15c9e2974742c2a050b62254f71278","M",58,57000,952,4,2,2,5,3,52.74,17.58,19.2,19.2,1,16.77,2,5,0,4,0,0,2,0,0,2,3,1,4,2,1,0,2,1,2
"4680","fe648b0ff22c4c3eb08384f04dd23123","F",53,73000,140,5,3,3,13,7,147.22,21.03,31.56,25.31,3,17.82,4,13,2,1,2,1,1,2,2,1,5,4,3,3,2,2,3,2,3
"4681","da37610be80246f69cb4792b7ca4ec25","F",36,31000,1575,5,4,3,10,16,58.23,3.64,10.47,6.02,3,3.09,13,10,1,2,2,1,2,1,1,2,5,2,5,4,2,1,3,2,3
"4682","297b3345329e48958386be1e8086e99f","M",48,60000,899,6,4,3,23,3,42.74,14.25,17.03,15.65,2,11.44,1,23,3,2,1,3,1,3,2,1,5,4,4,4,3,3,3,3,2
"4683","4744cfa970244d629b0a279fd2a468b2","M",71,119000,58,5,2,2,8,4,109.53,27.38,49.92,39.64,2,15.12,2,8,0,3,2,0,1,0,0,2,3,2,4,2,1,0,1,1,2
"4684","244b3b12df524021b73a4ba9f2381001","M",73,93000,1619,2,2,0,0,4,117.38,29.34,46.96,0,0,29.34,4,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0
"4685","3c2f772174ea4c4fa501a2275a614876","M",45,35000,313,6,4,5,29,17,140.01,8.24,14.64,11.78,5,6.76,12,29,2,3,1,2,2,2,2,3,6,5,5,4,4,2,5,5,4
"4686","404bff404fbc4024bfd1da1134594b3f","F",61,58000,739,5,4,4,19,18,272.85,15.16,22.49,14.22,4,15.43,14,19,2,2,1,2,1,2,2,2,5,4,4,4,4,2,4,3,4
"4687","594a54b30903443eaed92514ea9960c7","F",84,64000,648,5,5,2,20,8,111.24,13.9,21.57,16.14,2,13.16,6,20,2,0,3,2,0,2,2,0,5,3,3,5,3,2,2,2,1
"4688","e353a8882c7c49169f14ae386fc66a9b","M",48,40000,212,6,4,1,3,4,21.56,5.39,8.92,8.92,1,4.21,3,3,2,4,0,2,2,2,0,1,6,4,4,4,4,2,1,1,1
"4689","e5c6a20a9e484510ab9977e353a07d60","M",62,65000,1031,6,4,4,16,16,55.09,3.44,6.46,5.66,3,2.93,13,16,3,2,1,2,1,3,2,2,6,3,5,4,2,3,4,2,4
"4690","ff8bb9517a1e4ef18b63eb9f2ba67d9e","F",54,85000,189,5,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,0,0,4,3,5,4,3,2,0,0,0
"4691","3a912dda124a43719e766fe8af45f565","M",34,55000,719,6,5,2,4,17,50.42,2.97,13.56,8.96,2,2.17,15,4,1,2,3,1,2,1,0,2,6,4,4,5,4,1,2,2,2
"4692","235b49cfcbff4da581d9ec3a70f39a1d","M",41,36000,316,5,3,0,0,7,18.26,2.61,6.43,0,0,2.61,7,0,1,4,0,1,2,1,0,0,2,2,4,2,2,1,0,0,0
"4693","10af934bbfb641a49d9376d61dcb203a","F",64,108000,128,5,5,4,28,4,106.39,26.6,31.59,26.6,4,0,0,28,2,2,1,2,2,2,2,2,4,3,4,4,3,2,3,3,3
"4694","7097889fe4874f428905d2ecff9a6f91","F",62,59000,291,5,3,3,23,10,156.14,15.61,21.93,19.9,3,13.78,7,23,2,2,1,2,1,2,2,1,4,4,2,3,3,2,3,3,1
"4695","b66cb315b9944a749e25aee0d7dfe13c","M",87,33000,179,6,5,3,7,9,84.95,9.44,14.26,12.18,2,8.66,7,7,0,3,3,0,2,0,0,3,6,3,5,5,3,0,3,2,3
"4696","1ce8e5faa25f4daabdf8c43c1168cb17","F",35,33000,372,5,4,3,25,14,100.68,7.19,14.88,10.06,3,6.41,11,25,3,1,1,3,0,3,3,0,5,3,4,4,3,3,3,2,3
"4697","078808d49ac341a0a303212f258a3410","F",66,59000,95,4,4,1,5,5,72.08,14.42,29.95,14.92,1,14.29,4,5,1,1,2,1,1,1,0,1,3,2,3,3,2,1,0,0,1
"4698","70ae0b8c6a3f46888d5bd7c33759d7be","F",34,54000,745,6,2,3,11,14,201.89,14.42,31.69,15.02,3,14.26,11,11,1,2,3,1,1,1,1,2,6,2,6,2,1,1,3,2,3
"4699","60f5adf150c7473b96b25438a7bdf70b","F",32,70000,96,3,2,0,0,2,6.4,3.2,3.67,0,0,3.2,2,0,1,1,1,0,1,1,0,0,3,2,2,2,2,1,0,0,0
"4700","f08d85c4f74948a6b8af628cbfa42f70","M",55,70000,1009,5,5,4,17,15,296.83,19.79,30.64,19.14,4,20.02,11,17,2,2,1,2,2,2,2,2,4,1,5,4,1,2,3,1,4
"4701","0345b2da6507473ca4400ed84dc6725a","F",70,31000,1638,4,3,2,4,13,39.45,3.03,9.27,7.07,2,2.3,11,4,1,2,1,1,2,1,0,2,4,3,3,3,3,1,2,2,2
"4702","662befefa806458398069d386265009d","M",58,60000,862,5,5,3,14,5,69.91,13.98,25,14.2,2,13.84,3,14,2,2,1,2,2,2,1,2,5,3,4,5,3,2,3,1,3
"4703","5c36a3b1ae58409aae940938d81ac22c","F",43,70000,255,5,5,5,21,9,178.28,19.81,26.76,19.03,5,20.78,4,21,2,3,0,2,3,2,2,3,5,1,5,5,1,2,5,1,5
"4704","b36bf3f9b2534cdab28a1d6e2588e939","M",41,35000,324,5,5,3,14,10,91.42,9.14,15.15,12.04,3,7.9,7,14,1,3,1,1,3,1,1,2,4,3,4,4,3,1,3,3,2
"4705","b9856bf1ebd14d05a9a34df2e1d5008d","M",73,71000,210,4,2,2,8,5,83.28,16.66,23.86,14.73,2,17.94,3,8,0,3,1,0,2,0,0,2,3,1,4,1,1,0,1,1,2
"4706","c770251c32b84d59a17a8e591f9e0418","O",61,98000,631,5,5,3,25,12,289.41,24.12,33.61,24.47,3,24,9,25,3,0,2,3,0,3,3,0,5,5,1,5,5,3,3,3,1
"4707","29033cded35c48d99cf6ef99f91fad66","F",74,39000,935,5,2,4,11,13,386.15,29.7,287.78,7.5,4,39.57,9,11,1,3,1,1,1,1,1,3,5,1,5,2,1,1,4,1,4
"4708","05fc000adcf544ed9a726f45adac5896","F",58,68000,470,6,5,3,15,12,224.45,18.7,25,18.93,3,18.63,9,15,1,2,3,1,2,1,1,2,6,4,4,5,3,1,3,2,3
"4709","400b0b26df05490381f988a896541cf6","F",80,38000,1069,5,4,1,5,13,120.29,9.25,16.68,9.01,1,9.27,12,5,1,2,2,1,1,1,0,1,3,2,4,3,2,1,0,0,1
"4710","54f3e89d8e054759917edc94ad6a2344","M",47,74000,154,6,3,1,5,8,27.45,3.43,8.04,8.04,1,2.77,7,5,2,3,1,2,0,2,1,0,5,4,5,3,3,2,1,1,1
"4711","701ad251cb8d46d49662b912ee2e3f6d","F",60,92000,218,3,3,3,14,8,181.66,22.71,26.88,24.17,2,22.22,6,14,1,2,0,1,2,1,1,2,3,2,3,3,2,1,3,2,3
"4712","7a88c1b8eb654e98b4595c642193d50d","F",33,51000,462,5,2,3,20,9,88.92,9.88,17.4,12.07,2,9.25,7,20,2,1,2,2,0,2,2,1,4,1,5,2,1,2,2,1,3
"4713","e4aa35b0f70e4c9ba48dc5f433b230e1","F",52,41000,27,6,2,3,9,10,104.73,10.47,14.08,11.25,3,10.14,7,9,1,2,3,0,1,1,1,2,6,2,5,2,2,1,3,1,3
"4714","c55582773fa24fb8a0e217851a2b23ae","M",54,119000,353,5,2,2,12,3,82.75,27.58,30.22,27.38,2,28,1,12,2,2,1,1,0,2,1,1,4,2,4,2,2,2,2,1,2
"4715","a7c13d08e4e84411acb8fe51eb142dbe","M",44,73000,247,4,4,2,10,4,67.45,16.86,22.74,20.86,2,12.86,2,10,3,1,0,3,1,3,1,1,3,2,3,3,2,3,1,0,2
"4716","d537607dde6343a8811c7579e1547361","M",39,39000,282,5,3,1,2,6,16.96,2.83,7.35,7.35,1,1.92,5,2,1,2,2,1,1,1,0,1,4,2,4,3,2,1,1,0,1
"4717","a2b6a87946dd43bfa72d5617f87ece3f","F",27,33000,233,5,3,4,14,14,119.52,8.54,13.83,9.47,4,8.16,10,14,2,3,0,1,2,2,2,2,5,2,5,3,1,2,4,2,4
"4718","b6471ab102724837b8e65d46fc5b8184","F",75,86000,1085,6,5,3,20,10,230.37,23.04,34.62,23.4,3,22.88,7,20,3,1,2,3,1,3,3,0,6,4,4,5,4,3,3,2,2
"4719","1029b283ed2d4fa8b3a97e2063fc8d4e","F",77,105000,342,5,3,3,10,4,98.52,24.63,28.13,26.61,3,18.68,1,10,1,3,1,1,2,1,1,2,5,1,5,3,1,1,3,1,3
"4720","43ae63b5a3fb43958427cde7ccdb202c","F",33,46000,44,5,2,1,3,6,10.89,1.82,4.78,3.18,1,1.54,5,3,2,3,0,1,1,2,0,1,4,3,4,2,2,2,1,1,1
"4721","f2c038ac9ea84e26bee2b0071be4edc6","F",69,112000,944,4,2,2,8,5,125.11,25.02,30.77,24.27,2,25.52,3,8,1,2,1,1,1,1,1,1,3,2,4,2,2,1,2,2,2
"4722","3b28568258854d9a98781aa1486c414c","F",34,58000,266,5,3,4,27,14,215.59,15.4,27.48,17.67,4,14.49,10,27,3,1,1,2,0,3,3,1,5,3,4,3,3,3,4,2,4
"4723","34064317a1c84e2f8872964d1d5a2a59","F",51,72000,835,5,2,3,20,8,182.4,22.8,29.33,22.98,3,22.69,5,20,2,2,1,2,0,2,2,1,3,2,5,2,2,2,2,2,3
"4724","fd6d4526affd423981d07933ade07f8c","M",63,46000,1445,4,2,2,8,13,51.04,3.93,10.64,8.82,2,3.04,11,8,2,1,1,1,1,2,1,1,4,2,4,2,2,2,2,2,2
"4725","457a42a34c094847af06957361041750","M",47,50000,271,2,1,1,10,9,32.75,3.64,10.97,10.97,1,2.72,8,10,1,0,1,1,0,1,1,0,2,1,2,1,1,1,1,1,1
"4726","3b20451865674e2f8d94b0efd850b16e","M",34,44000,262,4,4,2,5,20,37.6,1.88,6.5,5.35,2,1.49,18,5,2,2,0,2,2,2,0,2,4,3,3,4,3,2,2,2,2
"4727","5bba0d9b9afa4179a8d90e1f66054178","M",33,46000,273,5,3,0,0,3,12.87,4.29,6.31,0,0,4.29,3,0,4,1,0,3,0,4,0,0,5,3,3,3,3,4,0,0,0
"4728","61cee6f526084729850eb09629ad69d2","M",47,54000,309,5,2,0,0,5,18.53,3.71,5,0,0,3.71,5,0,2,3,0,2,0,2,0,0,5,2,4,2,2,2,0,0,0
"4729","7d42182778104595bb6d5e920a767eca","F",77,74000,9,5,5,4,20,11,225.26,20.48,28.01,21.66,4,19.8,7,20,3,2,0,3,2,3,2,2,5,3,5,5,3,3,4,2,4
"4730","6af6ebeae23445e08771216db222ee25","M",62,41000,17,5,4,3,15,14,148.16,10.58,15.71,10.92,3,10.49,11,15,3,1,1,2,1,3,2,1,4,4,4,3,3,3,2,2,3
"4731","0305b52a24744a9bb660bffc6b39e884","M",51,114000,951,6,2,2,15,6,127.31,21.22,23.56,23.48,2,20.09,4,15,1,2,3,1,0,1,1,1,4,1,5,2,1,1,1,1,1
"4732","acce25c39cfe46d6b308006d958c6252","F",25,48000,978,5,2,3,15,8,103.41,12.93,18.67,11.32,3,13.89,5,15,1,4,0,1,1,1,1,2,4,2,4,2,2,1,3,2,2
"4733","47b014746315472f8127c2031441506e","M",65,36000,279,4,4,2,15,4,22.58,5.64,16.18,16.18,1,2.13,3,15,3,1,0,3,1,3,2,0,4,4,4,4,4,3,2,2,2
"4734","eba549a734db42ff9b18e8a64ce46377","M",49,68000,1597,6,2,2,4,13,34.65,2.67,4.68,4.34,2,2.36,11,4,0,5,1,0,2,0,0,2,3,2,6,2,2,0,2,2,2
"4735","23734b1dfcb94f9a8295153317a77c8c","F",80,52000,234,4,3,4,21,6,78.15,13.03,18.45,13.95,3,12.1,3,21,1,3,0,1,2,1,1,3,3,3,4,3,3,1,3,3,4
"4736","a7ae1cee383c42d080059d5e765456d3","M",76,111000,817,5,5,4,27,7,189.72,27.1,39.79,22.7,3,30.4,4,27,3,1,1,3,1,3,3,1,5,5,4,5,5,3,4,4,4
"4737","24ffb1b73fcc4f6bba82a9354eaf7744","M",56,58000,130,3,2,0,0,3,6.81,2.27,5.59,0,0,2.27,3,0,1,1,1,1,1,1,0,0,3,2,3,2,2,1,0,0,0
"4738","dbf3c96bcbc44cca9839344b4adcaddf","M",36,30000,824,6,3,4,13,12,76.73,6.39,12.87,9.23,3,5.45,9,13,0,5,1,0,2,0,0,4,4,3,5,3,3,0,3,2,4
"4739","13aadd16d0e64941aeb4d24d2037fcef","O",26,36000,190,5,5,1,3,11,84.25,7.66,15.12,9.24,1,7.5,10,3,4,1,0,4,1,4,0,1,5,5,2,5,5,4,1,1,1
"4740","06d7f5abc31b4a02836349333ac02f33","F",56,69000,408,6,5,6,32,10,177.9,17.79,26.01,19.64,5,15.94,5,32,3,3,0,2,3,3,3,3,4,2,5,3,2,3,4,2,5
"4741","befa139192644f5281eef72115c7c4e3","M",66,48000,327,6,4,0,0,5,11.42,2.28,4.69,0,0,2.28,5,0,3,3,0,2,2,3,0,0,6,5,5,4,4,3,0,0,0
"4742","6554060879714a809f2a3f2f781fb233","F",82,101000,226,3,2,2,13,5,134.23,26.85,29.45,27.37,2,26.5,3,13,2,1,0,1,1,2,1,1,3,3,1,2,2,2,2,2,1
"4743","25f66f03dbcb42f89a31b53d15a8f729","F",57,98000,123,3,3,2,10,4,119.07,29.77,44.54,37.09,2,22.44,2,10,3,0,0,3,0,3,2,0,3,3,3,3,3,3,2,2,2
"4744","1aa26e8aea6440de9acb1edd6085ce64","M",69,48000,116,6,4,0,0,4,12.94,3.23,5.46,0,0,3.23,4,0,0,3,3,0,2,0,0,0,5,4,4,3,3,0,0,0,0
"4745","10a5da9c4e80439286db884a52de6618","M",20,33000,137,3,3,3,15,9,88.55,9.84,17.16,13.45,3,8.04,6,15,2,1,0,2,1,2,2,1,2,2,3,2,2,2,2,2,3
"4746","61a90cab1e9a48e79734e2ec652c65a0","F",48,90000,184,4,4,4,18,17,384.23,22.6,33.43,26.9,4,21.28,13,18,1,3,0,1,3,1,1,3,2,1,4,2,1,1,2,1,4
"4747","51b78fab74014eec803261b88fe2955f","M",60,85000,615,4,3,2,20,7,148.28,21.18,27.75,16.99,2,22.86,5,20,3,0,1,2,0,3,2,0,4,3,1,3,3,3,2,2,0
"4748","b64b461c1e4547359eb09ad574ff6f5d","M",39,60000,986,4,3,4,22,18,587.42,32.63,345.99,97.26,4,14.17,14,22,3,1,0,2,1,3,3,1,4,1,3,3,1,3,4,1,3
"4749","147342333fb24de68e8e7a3ee22b267c","M",31,70000,77,4,3,1,2,6,29.53,4.92,6.92,6.72,1,4.56,5,2,0,2,2,0,2,0,0,1,3,2,3,2,2,0,1,1,1
"4750","03c0b69b3db24c70bba1622bc8dd8459","M",46,31000,839,6,4,2,20,20,147.05,7.35,12.24,11.3,2,6.91,18,20,3,0,3,2,0,3,2,0,6,4,4,4,3,3,2,2,1
