"","person_id","offer_num1","offer_num2","offer_num3","offer_num4","offer_num5","offer_num6","offer_viewed1","offer_viewed2","offer_viewed3","offer_viewed4","offer_viewed5","offer_viewed6"
"5323","8b6427bb8a2a423f92aeb27e22345449","offer10","offer6","offer6","offer10","offer1","offer2",NA,1,NA,1,1,1
"5324","c8bd3632ce7b4f8f8ea2c10a8bd2c25c","offer8","offer7","offer10","offer10","offer9","offer5",1,1,1,NA,1,NA
"5325","76f2d0fd5c084f6e9ef847c096225fcf","offer5",NA,NA,NA,"offer6",NA,NA,NA,NA,NA,1,NA
"5326","106ebd92bff94148b4948f52079e87dc","offer10","offer2","offer9","offer4","offer4",NA,1,1,1,NA,1,NA
"5327","fbf945cf7c8d443ca2bbef68fdf3b248","offer1","offer2",NA,"offer7",NA,NA,1,1,NA,1,NA,NA
"5328","b04ad520e0034a90b22692a292b2418c","offer6",NA,"offer1",NA,"offer6","offer1",1,NA,1,NA,1,1
"5329","930305f046fa4f218d2539fb99baefb9","offer1",NA,"offer1",NA,"offer1","offer1",1,NA,1,NA,1,1
"5330","65735fb268014e03be9fd6527140e971","offer2",NA,"offer2","offer8","offer4","offer1",1,NA,1,1,1,1
"5331","32e59b6fff2f4343936b29dff4703a89","offer4","offer7","offer7",NA,"offer5",NA,NA,1,NA,1,NA,1
"5332","31eabd0ca6dd480c85dbdcd71dddff38","offer5","offer1","offer2","offer9","offer1",NA,NA,1,1,1,1,NA
"5333","3bb72efdf482469ca06f1fee368c4897","offer9","offer5","offer9","offer2",NA,"offer1",1,1,1,1,NA,1
"5334","5abdf66930f3406d9fe2dbb72f175ed3","offer7","offer6",NA,"offer2","offer9","offer9",1,1,NA,1,NA,1
"5335","6315392db2274a1f89ad516e9071bce0","offer9","offer3","offer8","offer9","offer3",NA,1,NA,1,1,NA,NA
"5336","7afd804bab1a4408868bb5f493169e48","offer2",NA,"offer5",NA,"offer10","offer5",1,NA,NA,NA,NA,NA
"5337","55c6fbd642b748a395bf83c8dec3f684","offer7",NA,"offer1","offer2","offer1","offer1",1,NA,1,1,1,1
"5338","7522ec8814e74a22a5b46e8cca449f8c","offer10","offer2","offer2","offer8","offer6","offer8",NA,1,1,NA,1,1
"5339","c38c65f6837d42d8a2c15a2acbc15366","offer9","offer6","offer9","offer5",NA,NA,1,1,1,NA,NA,NA
"5340","6e23a5486c6f424ba3ea13019f6a5806","offer8",NA,"offer6","offer4","offer3","offer1",1,NA,1,1,1,1
"5341","359aa75bac3e4b15b0df6b1ade7f08a6","offer7","offer1","offer2","offer7","offer1","offer6",1,1,1,1,1,1
"5342","3d6838fcab094b999a032af69d635f89","offer8","offer5","offer6","offer10","offer6",NA,1,NA,1,NA,1,NA
"5343","c836ae4ca1cf403785b879c7b3372eab","offer3","offer2",NA,"offer5","offer6",NA,NA,1,NA,NA,1,NA
"5344","d7d7e46763ce4ee092aac0a4b970b617","offer4","offer7","offer9",NA,"offer5",NA,1,1,1,NA,NA,NA
"5345","32e3600cea4544f097e10f9ba784ef74","offer6","offer2","offer9","offer1","offer10","offer8",1,1,1,1,1,1
"5346","15c0c8d1534340888a61a94f4fe05a44","offer5",NA,"offer10",NA,"offer9","offer9",NA,NA,NA,1,1,1
"5347","09926978a42248f08791fe53fc7ac085","offer4","offer6","offer7","offer10","offer7",NA,NA,1,1,NA,1,NA
"5348","29326f9f93194d8fb98d4d60532b9056","offer8",NA,"offer10",NA,NA,NA,1,NA,1,NA,NA,NA
"5349","1f88b300c65e42e382aee3b6fef0dc9a","offer4","offer5",NA,"offer9","offer2","offer3",1,NA,NA,1,1,NA
"5350","edde99158465417b8bdbeb5b351ff6cc","offer2","offer10","offer7","offer10",NA,"offer4",1,NA,1,NA,NA,NA
"5351","d7a161d80543448caa3217adf68bc965","offer4","offer3","offer4",NA,"offer8","offer8",NA,NA,NA,NA,1,1
"5352","c18ee5e404f04774a732fdeb41e2f372","offer4","offer3",NA,NA,NA,"offer6",1,1,NA,NA,NA,1
"5353","cb92a8c166ee4fc3a3eeb06bdd6ac465","offer1","offer7",NA,"offer7","offer3","offer1",1,1,NA,1,1,1
"5354","7127e3ab3285454d8c8c512cbf1d4ad1","offer8","offer5","offer8","offer7","offer8","offer3",1,1,NA,1,1,1
"5355","d162eae1102148a9883683a11f4f05f4","offer7","offer3",NA,NA,NA,"offer3",1,1,NA,NA,NA,1
"5356","f9c27f6e2fe2441e97db37db2ba3cc17","offer5","offer8","offer10","offer4","offer6","offer1",1,1,1,1,1,1
"5357","ee933808dd9944af8828a38bd141e2a7","offer6","offer4","offer10","offer1","offer7","offer10",1,1,NA,1,NA,NA
"5358","14bcdc3f115d416d95df1c413343826c","offer5","offer10",NA,NA,"offer1","offer2",1,1,NA,NA,1,1
"5359","dad8efdccb7e47ee8e628db1b61c847c","offer4","offer3","offer4","offer6","offer7","offer8",1,1,1,NA,1,1
"5360","d00beaf31d7d4811a9f9be1556c2070d","offer3",NA,"offer7","offer4",NA,"offer9",NA,NA,1,NA,NA,1
"5361","b5b6575eddbd4e36864298a49b1b8f5f","offer6","offer2","offer5","offer10",NA,"offer8",1,1,1,1,NA,1
"5362","39d3b10040b44a28ab0295abb619479b","offer9","offer2","offer1","offer10","offer6","offer6",1,1,NA,1,NA,1
"5363","492e3e3adea34fdf907cabaa222cf27c","offer10","offer6","offer1","offer7","offer4",NA,NA,1,1,1,NA,NA
"5364","4b7be2796f514ae285933f42f859d30b","offer1","offer3","offer5","offer2","offer1","offer7",1,1,NA,1,1,1
"5365","3baa1149bbe94e8f9deb70024f50ae2e","offer3","offer9","offer5","offer4","offer8","offer8",NA,1,NA,NA,NA,1
"5366","69c15bc685ef47bc91b850ffe90949d8","offer9","offer7","offer7","offer7","offer4",NA,1,1,1,1,1,NA
"5367","3f0ee4aacad648a2b800641dc09003ad","offer1",NA,NA,"offer6","offer7","offer7",1,NA,NA,1,1,1
"5368","1a2dafb01354452292804547c74f2330","offer9",NA,NA,NA,"offer9","offer2",1,NA,NA,NA,1,1
"5369","29238e21ecf4463d82316a6f610915e1","offer8",NA,NA,"offer9","offer3","offer7",1,NA,NA,1,NA,1
"5370","246126838bba45659893c568a5abbb9c","offer4",NA,"offer8",NA,"offer4","offer5",NA,1,1,NA,NA,1
"5371","86044a1798d646e18b43cd813f7a79c5","offer6","offer6","offer9","offer10","offer2","offer10",1,1,1,1,1,1
"5372","c7c8f63a6992417b880e5af9f9fa035d","offer10","offer8","offer3","offer4","offer6",NA,1,1,1,1,1,NA
"5373","b1e18f93038f45c7ae46bd835ac8c9f0","offer2",NA,"offer9","offer10","offer9","offer3",1,NA,1,NA,1,NA
"5374","248dc37acf3f4197b0a92bda480e57a5","offer2","offer5","offer7","offer2","offer5",NA,1,NA,1,1,NA,NA
"5375","469320284e26444187c5d4949e7fdfc6","offer7","offer2",NA,"offer5","offer8",NA,1,1,NA,NA,1,NA
"5376","633c42afdb4d44599ca2683c720dc69b","offer3",NA,"offer7","offer2","offer4","offer8",NA,NA,1,1,NA,1
"5377","a2a18d707be74e16b724a57dc78fb40b","offer4","offer10","offer3","offer5","offer8",NA,NA,NA,NA,NA,1,NA
"5378","55b7b860b3f14ff1bb7e317532de78d0","offer5","offer2","offer1","offer10","offer4","offer1",NA,1,1,NA,NA,1
"5379","617a8fe20e1643dc9dac7a8f8d8f7a99","offer1","offer6","offer9","offer6","offer10","offer3",1,1,1,1,NA,NA
"5380","3c65635c6c984c3280fcfc39382452dd","offer5",NA,NA,"offer10",NA,"offer5",NA,NA,NA,NA,NA,NA
"5381","c64ca3264b8a421882bc7055d1776f44","offer2","offer4",NA,NA,"offer6","offer2",1,NA,NA,NA,1,NA
"5382","1cea9d080f954162be68dad85af77fb6","offer8","offer9","offer10","offer1","offer6",NA,1,1,1,1,1,NA
"5383","b7509d7b888e4ab197ea253b57f7988c","offer7","offer10","offer1","offer1","offer6","offer5",1,1,NA,1,1,1
"5384","7b53d7ddc0d64a929d216857837bdab6","offer6","offer2","offer10","offer5","offer3","offer8",1,1,1,1,1,1
"5385","7fd4168b70e64c4a8d1fc3488fad4164","offer3",NA,NA,"offer5","offer2","offer7",1,NA,NA,1,1,1
"5386","bc8f94f7e220405393414f17b3fe25c5","offer2","offer10",NA,"offer1","offer5","offer6",1,1,NA,1,NA,1
"5387","c1be2d7ddff648ba80e1a27c7fc9bff8","offer7","offer7",NA,"offer5",NA,"offer4",1,1,NA,NA,NA,NA
"5388","1afa3c131c8842b78fd580f6f6c66a6f","offer9",NA,NA,"offer3","offer8","offer9",1,NA,NA,NA,1,1
"5389","fbfe4e14cb5147d2b0ce619378b40069","offer3","offer4","offer5",NA,NA,"offer8",NA,NA,NA,NA,NA,1
"5390","c79f517e43ca4838bed253e0fda9cebd","offer7","offer6","offer4","offer4","offer7",NA,1,1,NA,NA,1,NA
"5391","a9405d222eb042b3ab274c22f2a3241a","offer7","offer6",NA,"offer3",NA,"offer2",1,1,NA,1,NA,1
"5392","9051ff3eaf2947038a6d716fd7a076cd","offer9","offer7",NA,"offer10","offer9","offer7",1,1,NA,NA,1,1
"5393","ed652dee45c042cc99eb591f2f210b65","offer8","offer8","offer3",NA,"offer9","offer9",1,1,NA,NA,1,1
"5394","f1c2a53947ee4c5db8fec148a19f04d8","offer8","offer8","offer1","offer8",NA,"offer6",1,1,1,1,NA,1
"5395","e27b7b5d901d438ab0365f39d460dbf5","offer7","offer3","offer9","offer8","offer10","offer1",1,1,1,NA,NA,1
"5396","fb8cc2d3feaa45b3a884c0a7a65cada0","offer7","offer4",NA,"offer4",NA,"offer6",1,1,NA,1,NA,1
"5397","454f568904744e3b9ac0d3049c07da0e","offer6","offer6",NA,"offer3","offer9","offer9",1,1,NA,1,1,1
"5398","36f521d12abf490aa6aefc524c928bf0","offer4",NA,NA,"offer5","offer7",NA,NA,NA,NA,NA,1,NA
"5399","bad69fdbfd2c48dc9d12b012000dafb6","offer2",NA,"offer4","offer4","offer10","offer10",1,NA,1,1,1,1
"5400","b1920fbdbdc64f8db2a435764dcb8501","offer10","offer1","offer10","offer7","offer9","offer9",1,1,1,1,1,1
"5401","2cdf3535ec3844369a583321b0ef363d","offer6","offer4","offer5",NA,"offer9","offer8",1,1,NA,NA,1,1
"5402","b1552ad9c27d49d49e8a30eaf6cb79b0","offer6","offer6","offer6","offer7",NA,"offer9",1,1,1,1,NA,1
"5403","bc36862e6db048a6831b7707fc0a819d","offer7","offer2",NA,"offer4","offer6",NA,1,1,NA,NA,1,NA
"5404","f95b3a584b014e4799c50e405ccf43c7","offer5",NA,"offer5",NA,NA,"offer7",NA,NA,1,NA,NA,NA
"5405","0e1d61a719e54bf596e45f1b4948b3d0","offer10",NA,NA,"offer10","offer9","offer8",1,NA,NA,NA,1,1
"5406","8f1d8f4875d04c83b826a9df90dedfe4","offer2",NA,NA,NA,"offer2","offer6",1,NA,NA,NA,1,1
"5407","4eab02d70ac241a8911502dc1954069d","offer9","offer2","offer9",NA,"offer6","offer2",1,1,1,NA,1,1
"5408","ce92049bad964839982c973c5013fbb8","offer10","offer10",NA,"offer8",NA,"offer4",NA,1,NA,1,NA,NA
"5409","d53103964ac941f7af174a5eb0e71476","offer10","offer8","offer5","offer2","offer8","offer2",1,1,NA,1,1,1
"5410","051e221bbd75481c8d935f6adcee2edc","offer7","offer10","offer4","offer7","offer5","offer7",1,1,NA,1,NA,1
"5411","494a99f508f74ad0ae047c68bf837791","offer7","offer3","offer4","offer2","offer5",NA,1,1,1,1,1,NA
"5412","d6ba5ba5365044e4afe649443b2b1fe3","offer7","offer2","offer2",NA,"offer9",NA,1,1,1,NA,1,NA
"5413","4c96ee37b5bb4d389177ca83222d5d84","offer6","offer5","offer4","offer8","offer2","offer10",1,NA,1,1,1,NA
"5414","85cea1156af244d58a343f7f808b144a","offer7","offer8","offer5",NA,"offer4","offer3",1,1,NA,NA,NA,NA
"5415","e3cd0a0e1af5463d9cc4d18e4b7b8b63","offer4","offer6","offer8","offer2","offer8","offer9",NA,1,1,1,1,1
"5416","9e473f9bd189408c8fcbb000822f59e6","offer10","offer6","offer4",NA,NA,"offer9",NA,1,NA,NA,NA,1
"5417","a024732dd4f14bb28d2292422371fec2","offer1","offer6",NA,"offer7","offer10","offer8",1,1,NA,1,1,1
"5418","3a75488ebd534a7197d7e74fe87b01fc","offer3",NA,NA,"offer2",NA,NA,NA,NA,NA,NA,NA,1
"5419","a0db7a1fb55e402cb7f5b8ddc10b0818","offer6","offer4","offer2","offer5","offer9","offer6",1,1,1,NA,NA,1
"5420","276f46b068304479b621af1a0dcc6f95","offer8","offer7",NA,"offer3","offer7","offer1",1,1,NA,1,1,1
"5421","8284624d7cda4e2aaefc2e24c0031e51","offer4","offer3",NA,NA,"offer5","offer1",1,1,NA,NA,NA,1
"5422","3683407f9b804a4fbe4c1d861592d644","offer10","offer2","offer9","offer5","offer9",NA,1,1,1,NA,1,NA
"5423","52c2656e7b3a47638981e1da2f9b2743","offer3","offer5","offer2",NA,"offer5",NA,1,NA,1,NA,NA,NA
"5424","8273598337b24b1f967141e2e43c316f","offer8",NA,"offer7","offer5","offer4","offer4",1,NA,1,1,1,1
"5425","d68d55e1ac834e7680e1fdcfd8ccb756","offer2","offer8","offer7","offer10","offer8","offer9",1,1,1,1,1,1
"5426","ed1dc821bebd4d97ae7239ff25d85914","offer7","offer2","offer7",NA,NA,NA,1,1,1,NA,NA,NA
"5427","ec54c62e1037462ea711e45edf5a5154","offer5","offer2",NA,"offer7","offer9",NA,1,1,NA,1,1,NA
"5428","5dca502de36e41f4b37c7f4795078b28","offer8",NA,"offer8","offer9","offer3","offer9",1,NA,1,1,NA,1
"5429","226a51a4d1204398949b0fd51cdf8a10","offer4",NA,NA,"offer1",NA,NA,1,NA,NA,1,NA,NA
"5430","e40650c705384775b3ca0223fe6f10be","offer4",NA,"offer8","offer9","offer5","offer9",NA,NA,1,1,NA,1
"5431","668d781e8fe74af087c0f35490f12a67","offer3",NA,"offer7",NA,NA,"offer6",1,NA,1,NA,NA,1
"5432","a3f828c0faa74d0a9278fa145cf1336f","offer8","offer10","offer6","offer7","offer6","offer5",1,1,1,1,1,1
"5433","e7770213c8a7428f9e6dbaae2c4192b5","offer6","offer2","offer8","offer4","offer3","offer3",1,1,NA,NA,NA,1
"5434","e9d95a32f93e4fa4b00990812acde9c7","offer5","offer7","offer1","offer6",NA,"offer1",NA,1,1,1,NA,1
"5435","7d838fbaa68e4c37a5a30fa1691c71c7","offer10","offer8","offer9","offer1","offer2","offer5",1,NA,1,1,1,NA
"5436","a42c66f6abfb40df85014739db64faf0","offer9","offer10","offer1","offer3","offer2","offer6",1,1,1,NA,1,1
"5437","e98cd87a44384ac6a0b3ce2ce70f3f3a","offer1","offer10",NA,NA,NA,"offer2",1,1,NA,NA,NA,1
"5438","f630d4e757c042a0802e8aef91b9211b","offer9","offer3",NA,"offer5","offer3","offer7",1,1,NA,NA,1,1
"5439","2971cf5dd52346c08e7d74b179a334c5","offer3","offer5","offer7",NA,"offer10","offer1",1,1,1,NA,NA,1
"5440","713a1ea744ee4267a741645078845eac","offer2","offer8","offer6","offer8","offer9",NA,1,1,1,NA,1,NA
"5441","4ac337fb97b547e79435570b32da7688","offer7",NA,NA,"offer2","offer4","offer7",1,NA,NA,1,NA,1
"5442","a5ecec6855aa4835946e9d93bdb5fcd7","offer9",NA,"offer8",NA,NA,NA,1,NA,1,NA,NA,NA
"5443","9719186ce75a4e1bab16678eaa81397a","offer7","offer8","offer2","offer9",NA,"offer8",1,1,1,1,NA,1
"5444","9d8f44ec36614d7c992fa640ae133fc3","offer1",NA,NA,"offer8","offer9","offer6",1,NA,NA,1,1,1
"5445","e815018e63b34f96abd36d7174ba600f","offer5","offer3",NA,"offer7","offer2","offer5",1,1,NA,1,1,1
"5446","70f8c587fcf9433b8ca366eaf480f814","offer5","offer3",NA,NA,NA,"offer8",NA,1,NA,NA,NA,1
"5447","940cc540a67f4ddfbe25146a2a71355f","offer3","offer7","offer3","offer4",NA,"offer7",1,1,1,1,NA,1
"5448","8e78ecc6a7eb4c06a4a761b17a0e165d","offer2","offer2",NA,"offer5","offer9","offer6",1,1,NA,1,1,1
"5449","ad48cce43e2243d5be3b84b58d022fe2","offer10",NA,"offer8","offer9","offer5",NA,NA,NA,1,1,NA,NA
"5450","8e4192840ed54d42bc0a02e5bfba55ae","offer2",NA,NA,"offer8","offer5","offer9",1,NA,NA,1,1,1
"5451","6ec2b241ddc0404eb3bcf22cb324b69e","offer10","offer3","offer2","offer1","offer5","offer3",1,1,1,1,1,1
"5452","112332d9986546f8a58ca5b77f9d823e","offer4","offer9","offer5","offer8","offer6","offer9",1,1,NA,1,1,1
"5453","d3c01d3f66d142df959c19fb8bef8af9","offer5","offer6","offer3",NA,"offer10","offer6",NA,1,NA,1,NA,1
"5454","4f0dcdd442f845248a28fe45f85ec9a6","offer1","offer8",NA,"offer10","offer7",NA,1,1,NA,NA,1,NA
"5455","f97466e2ac204f199f6adc61504b7108","offer9","offer5",NA,NA,"offer8","offer4",1,NA,1,NA,NA,NA
"5456","0db38d21da2e4d17b1b0b43320b7ebab","offer1",NA,NA,"offer2","offer7","offer4",1,NA,NA,1,NA,NA
"5457","31b1bf63e5774b38b98457142e1e4191","offer2","offer10","offer3","offer7","offer8","offer2",1,1,NA,1,NA,1
"5458","62d62b276f924bd4a5c2d97a39a68711","offer6",NA,NA,"offer9","offer3",NA,1,NA,NA,1,1,NA
"5459","884e591b217642cda0f8d69eda127a5f","offer5","offer6",NA,"offer5",NA,"offer6",NA,1,NA,1,NA,1
"5460","c1b48c3da509479ba0df92dd90803fdb","offer5","offer9","offer9","offer1","offer7",NA,1,1,1,1,1,NA
"5461","0b73997a269247088b2a63355f53ee58","offer1","offer6","offer5","offer6","offer1","offer3",1,1,NA,1,NA,1
"5462","13f26e369c1240c08200f4f1bcf26456","offer5","offer9","offer4","offer4","offer3","offer5",NA,1,NA,NA,NA,NA
"5463","c39913cf356a4dfc98f0326c42878193","offer2",NA,"offer3",NA,"offer4",NA,1,NA,1,NA,NA,NA
"5464","041f00ddd6f340b18c174a0c997c9955","offer8",NA,"offer7","offer5","offer4","offer1",1,NA,1,1,1,1
"5465","c766988254754a299ba73e59bedf8cc0","offer1","offer8",NA,"offer5","offer2","offer3",1,1,NA,NA,1,NA
"5466","c0ed6d30eade4c5d806348ac2d43a16e","offer8","offer4","offer2",NA,"offer2","offer6",1,1,1,NA,1,1
"5467","0121fe001b7a404fa9cbe486f8944baf","offer9","offer3","offer5","offer1","offer7","offer4",1,NA,NA,NA,1,NA
"5468","dad1c0e6bfe44dabbcb5c5c355c1cea8","offer6","offer2","offer9","offer1",NA,"offer9",1,1,1,1,NA,1
"5469","06f4bfb1cb4c4c968add3d9980a279fa","offer4",NA,"offer1","offer1","offer5",NA,NA,NA,1,1,NA,NA
"5470","f02b33f57a3c4824a99ae579e5ff406b","offer9","offer10","offer8","offer6","offer3","offer3",1,NA,NA,1,NA,NA
"5471","53696ba3fa0d4cada4b9aed2b61b5b22","offer8",NA,"offer10",NA,NA,NA,1,NA,NA,NA,NA,NA
"5472","89f98f35964f49559951177fdfebaba2","offer8","offer4","offer9",NA,"offer4","offer6",1,1,1,NA,NA,1
"5473","747ef5ce4cb94dc7998c86f8d3b3d24a","offer1","offer8","offer10","offer3",NA,"offer1",1,1,NA,NA,NA,1
"5474","c85102fc7118449c818bf3a3b88e107f","offer10","offer9","offer5",NA,"offer5","offer7",1,1,NA,NA,NA,1
"5475","557e2c8128334f00bbe020595885b9c4","offer8","offer1","offer5","offer1","offer7",NA,1,NA,1,1,NA,1
"5476","3671e62b64104ba49147706fb33087ff","offer7","offer4",NA,"offer9",NA,NA,1,NA,1,1,NA,NA
"5477","c7415064290d442db71f8208fd565e10","offer6","offer3",NA,"offer3","offer6","offer6",1,NA,NA,1,1,1
"5478","ccb81c7706fa46b692d357a2098fdfb1","offer5",NA,"offer5","offer1","offer8","offer9",1,NA,1,1,NA,1
"5479","244d3bc4a9bf4483a7c769b7f1079744","offer2","offer9",NA,"offer5","offer10","offer4",1,1,NA,NA,NA,NA
"5480","e54dd32160dc4ce096d5799d6b2b0930","offer4","offer9","offer4",NA,"offer10","offer8",NA,1,NA,NA,1,1
"5481","021adce38ab34ede96422ae107643fd5","offer10","offer10","offer3","offer8","offer10","offer6",1,1,1,1,1,1
"5482","56630668a08842a38f32bf4f7bfa4125","offer10",NA,"offer10","offer2","offer4","offer10",1,NA,1,1,1,1
"5483","e4193dd54abd45aa8254db2c26982cfc","offer1","offer8","offer4","offer9","offer7","offer9",1,1,1,1,1,1
"5484","458948f0113741a59542de1c18d1f16f","offer1","offer3","offer6","offer2","offer9","offer4",1,NA,1,1,NA,1
"5485","224d8d1b5af746b4b145bd00e4eefd76","offer7","offer1","offer6","offer3","offer8","offer7",1,1,1,1,NA,1
"5486","645584b4fa3e45da9bffe712a63898da","offer6",NA,"offer4",NA,"offer9","offer9",1,NA,NA,NA,NA,1
"5487","84c753e586094a35b2086af8ffea63b2","offer1","offer1","offer10",NA,"offer2","offer10",1,1,1,NA,1,1
"5488","83d46d42789c42d3bfca525ce3ea8c17","offer1","offer7",NA,"offer6","offer1","offer9",1,1,NA,1,1,1
"5489","1f5c961416e64c5d88098b02b1bdf246","offer3","offer10","offer4","offer9","offer10","offer3",NA,1,NA,1,1,NA
"5490","a6292629dfb24fc583dd6d324d47a5dd","offer2","offer3","offer8","offer1","offer4","offer9",1,NA,1,NA,NA,1
"5491","ece9045782cc41118d65b229e459a79d","offer8","offer6",NA,"offer4",NA,"offer1",1,1,NA,NA,NA,1
"5492","b709b164f64d4af58d28e601575bf48b","offer2","offer3","offer6","offer3",NA,"offer1",1,NA,NA,NA,1,1
"5493","cfddca83cd5d4f968498841f1e734e2f","offer10",NA,"offer4","offer10",NA,"offer7",NA,NA,NA,NA,NA,1
"5494","b23f03652b9f475eada633abb8d4eb67","offer5","offer10","offer9","offer9",NA,"offer7",NA,1,1,1,NA,1
"5495","c9f5e6b7918540d692179bf5b1608935","offer1",NA,"offer8","offer5","offer6","offer5",1,NA,1,NA,1,NA
"5496","9eebfc7e84054e4c84d3caa8979e40c4","offer5","offer4",NA,"offer9","offer10",NA,1,1,NA,1,NA,1
"5497","2e971027f5ae47f0bc67248629c19afd","offer7","offer4","offer4","offer5",NA,"offer7",1,NA,NA,NA,NA,1
"5498","4f3aab9a035e4e73b8b6842031ccddb4","offer6","offer7","offer8","offer3",NA,"offer8",1,1,1,1,NA,1
"5499","261a27512c6b4c8aaa8cfc6fa465f463","offer1","offer4","offer2","offer7","offer2","offer4",NA,1,1,1,1,1
"5500","a0ae43a9b2d343e19a7cddb9c07353bd","offer10","offer5","offer4","offer3",NA,"offer9",1,NA,NA,1,NA,NA
"5501","cc40aaa447054294a86c75d79881e35a","offer10","offer6","offer4","offer5","offer9","offer5",NA,1,NA,NA,1,NA
"5502","15340eb06d624fa486d5f3853191e9a1","offer10","offer6","offer2","offer4","offer9","offer10",NA,1,1,NA,1,NA
"5503","3ca81d378ae04fa0b597aa70ef98c403","offer3","offer9",NA,"offer8","offer9","offer8",NA,1,NA,NA,1,1
"5504","7f07308a062844c3bd54012ccdc3fb81","offer3","offer8","offer4","offer4","offer10",NA,NA,1,1,NA,1,NA
"5505","967e2f8cabb948e1944f7472b2ca92f7","offer6",NA,"offer7","offer4",NA,"offer1",1,NA,NA,NA,NA,1
"5506","67e28b7e5ee54bd9a1c1ced1cb359148","offer1","offer5","offer6","offer8","offer6","offer4",1,1,1,1,1,1
"5507","a05d5de8d4314ec19162578f67af3fee","offer10","offer4","offer5","offer8","offer9","offer6",NA,1,NA,1,1,1
"5508","9b42f9e0dc2e465982845e31f0b5c02d","offer5","offer7","offer6","offer2","offer9","offer4",NA,1,1,1,1,1
"5509","b428d395c99941368d692d7bbd31f9d4","offer10","offer4","offer3","offer5",NA,"offer7",1,NA,NA,NA,NA,1
"5510","d73a95cbae9a483190e8ebafe7dea937","offer3","offer4","offer8","offer10","offer1","offer6",1,1,1,1,1,1
"5511","e7f1ad269a7144fa9f6213a69b662e5b","offer3","offer5","offer4",NA,NA,"offer3",1,NA,NA,NA,NA,1
"5512","df6aa41febb14d8d8e05ee665a3fe00f","offer7","offer1","offer2","offer8","offer4","offer1",1,1,1,1,1,1
"5513","1c453786fd524b2e84a2ced9beac6c4a","offer2","offer1","offer2","offer8","offer3",NA,1,1,NA,1,NA,NA
"5514","eb6159cee95247c5b6a382415faa027e","offer3","offer5","offer8",NA,NA,"offer6",1,NA,NA,1,NA,1
"5515","25b16f192a9c418cbc29c814abd62062","offer6","offer9",NA,"offer6","offer10","offer7",1,1,NA,1,NA,1
"5516","75a147f153b74a3c9168b657a901aa3c","offer4","offer7","offer8","offer8",NA,"offer6",NA,1,1,1,NA,1
"5517","3ff318b1f700424897bb15fd18c8ebff","offer8","offer7","offer4","offer3","offer1",NA,1,1,NA,NA,1,NA
"5518","33834c812b4e47e4955093ad03f6117a","offer2","offer4","offer8","offer4",NA,NA,1,NA,1,1,NA,NA
"5519","e5d17d8549544c19864a9fc8080991c2","offer4",NA,NA,"offer2",NA,"offer7",1,NA,NA,1,NA,1
"5520","7d54b36f7d65453094592e734f3b1f5d","offer6",NA,"offer7","offer5","offer3","offer4",1,NA,1,NA,NA,NA
"5521","8b4fdc40b3fa43e0a3c392cc4048150e","offer4","offer7","offer2","offer8",NA,"offer1",NA,1,1,1,NA,1
"5522","74aeed36262c4e8a833f5ee579b2fcd3","offer7","offer2","offer6","offer6",NA,"offer8",1,1,1,1,NA,NA
"5523","3a44faa8642a47f2bec31cf91371b13a","offer4","offer4","offer9","offer10","offer8","offer7",1,NA,1,NA,1,1
"5524","61e18c335a324e0fbadf97cfc07ddb22","offer3","offer1","offer7","offer2",NA,NA,1,1,1,1,NA,NA
"5525","86a00bb1fc2f4034b0f54374a6b42c1b","offer3",NA,"offer9",NA,NA,"offer5",NA,NA,1,NA,NA,NA
"5526","0e0b661dcd6e456c816747eaf0342057","offer9","offer9","offer8","offer5","offer3",NA,1,1,NA,NA,NA,NA
"5527","020be6e9805649858595dfbaab15ccd7","offer3","offer4","offer2","offer10","offer6","offer1",NA,NA,1,NA,1,1
"5528","2551b0b1ec404ea89fbaae4c9cce7232","offer3","offer9","offer1","offer6","offer9",NA,1,1,1,1,1,NA
"5529","05037de294c540d3ba92aa627b992066","offer8",NA,"offer8","offer7","offer3","offer10",1,NA,NA,1,NA,NA
"5530","9c7eedb7b2a340c39abe071aabaee8af","offer5","offer1","offer1",NA,"offer5","offer3",1,1,1,NA,1,1
"5531","0ce0ba52448e482590a6ddd885050b3d","offer3","offer4",NA,"offer7",NA,NA,NA,1,NA,1,NA,NA
"5532","ddca5ca4f9b14aeea3b1512c9a483db5","offer5","offer3","offer5",NA,"offer8","offer2",1,NA,NA,NA,1,1
"5533","0a9fe790648c471bb8ee7bd554ce3122","offer3",NA,"offer4",NA,"offer10",NA,NA,NA,NA,NA,NA,NA
"5534","6d8a255c4ce64314afab49e51914c7c7","offer4","offer10",NA,NA,"offer5","offer7",1,1,NA,NA,1,1
"5535","7a3f7b744de042fbadf2fe7f72619bda","offer2","offer3","offer7","offer7","offer2","offer7",1,NA,1,1,1,1
"5536","67270b961f1c422e991373e75a4f2f40","offer9","offer1",NA,"offer3","offer5","offer5",1,NA,NA,1,1,NA
"5537","774850c7a7054920b8ad02fd25ff5ee0","offer10",NA,NA,"offer9","offer3","offer3",1,NA,NA,1,1,1
"5538","c3f272422a0a47ab8dd05239a6b0bbf4","offer7","offer5","offer2","offer1",NA,NA,1,1,1,1,NA,NA
"5539","efbb01d8ed624960996c34cae5d28edf","offer10","offer8","offer5","offer2","offer3",NA,1,1,1,1,NA,1
