"","person_id","gender","age","income","tenure","tot_off_rec","tot_off_view","tot_off_comp","tot_trans","tot_amount","ave_amount","max_amount","reward_off"
"3353","df1d11f19ad04e5995ee7c28e642932f","F",53,110000,52,6,5,3,5,157.6,8.29,44.15,20
"3354","6e4c670bbce3479a90f5bf214496cd64","F",61,87000,971,4,2,0,4,114.5,11.45,40.89,20
"3355","44e7bf6460ce490bb012e70ce4d772c4","M",59,59000,1252,5,5,2,5,71.47,4.2,18.2,15
"3356","5159b0aa366e4b9b9e55c737839bea23","F",51,114000,934,4,3,2,9,265.98,14.78,42.5,17
"3357","e28c08db1c7148e3b980903f1eda597c","M",63,38000,840,5,5,3,18,134.35,4.33,15.77,12
"3358","4f4777c7c22648f58098e89a34426e07","M",86,80000,309,6,3,2,1,27.2,2.27,27.2,35
"3359","85eeecda70f54cc2aace0bbdb1771293","M",49,56000,404,4,2,2,6,83.04,5.93,19.98,12
"3360","36d0673ea98c4cafac89e8813c3324f1","F",71,96000,129,4,3,1,3,87.47,7.95,30.58,18
"3361","2bc8d01ed07943b9ad06b426dcf73a71","M",62,80000,178,5,4,2,4,104.72,6.98,35.82,30
"3362","505672e0c12e4f77a4461641b004bd5d","M",78,33000,229,5,5,5,12,100.52,3.72,11.64,24
"3363","051b92f5a9f94328a8721e86905c1d3d","F",54,108000,515,3,2,2,9,264.49,16.53,38.69,7
"3364","9c400c1288894ae1b93997ad5393baba","M",68,37000,335,5,2,0,3,14.03,1.4,6.27,22
"3365","4903da2095b74faaab207861c91128c4","F",88,89000,380,5,4,3,7,180.94,9.52,42.4,15
"3366","120b9858bd7b4a3cb47a35e23333346e","M",33,72000,5,6,4,0,4,6.65,0.48,2.74,32
"3367","fd3e1ba4df4b4db0af9cf727eb1651ac","M",42,36000,945,5,3,2,7,67.43,3.97,14.16,35
"3368","d99b06a124ad4b829d41ee6a5d74c0a3","M",28,70000,245,6,4,0,11,28.22,1.34,5.8,42
"3369","96439f0f52704d599a1aac934118726a","F",51,50000,635,5,5,2,10,101.74,4.62,16.45,13
"3370","82eafcbf423a47c49d111695f03d31b5","M",41,97000,239,5,5,5,15,359.72,11.99,36.14,45
"3371","2b484f47c647418898a58835c3b8e207","F",37,58000,287,5,5,1,3,42.53,3.04,17.92,23
"3372","6f6d0c5ddfdb431d962677551aa87cce","M",61,55000,1360,5,5,2,4,55.32,3.46,22.31,12
"3373","0a225a4c15904951b5b31d949a0d968a","M",46,53000,796,6,6,4,11,146.55,5.43,27.49,35
"3374","13e0d788744c413e99fe60f4f571233b","M",18,36000,784,3,3,3,15,151.53,6.31,18.58,15
"3375","7048354f736544c99137de27a7cd0450","M",20,43000,222,5,5,1,3,14.37,1.03,10.61,27
"3376","68f47ee760824c4295daa45e0f5a29cb","F",86,1e+05,198,6,6,1,1,27.76,1.98,27.76,37
"3377","ca9555b11b7c4ca7ae27dda509570ef3","F",53,83000,857,4,2,3,5,124.3,8.88,32.24,12
"3378","33b3748d50284c35a2060f56bcc62307","F",69,75000,423,2,2,1,6,116.12,10.56,27.91,5
"3379","cc884499447d4181b59c89efb6e71d84","M",28,50000,1254,4,2,2,18,134.45,5.17,79.86,20
"3380","6406abad8e2c4b8584e4f68003de148d","M",67,79000,879,3,3,3,12,1211.76,57.7,961.21,17
"3381","97b82b1dc51c49128eac3df380b69fcf","F",41,50000,336,5,4,2,9,144.38,7.22,21.27,20
"3382","b4e842928968481f988f869561cc0257","F",78,99000,462,6,5,3,6,157.87,7.89,29.57,14
"3383","2f91bf9a9b3f4ec79d586373327ee0b7","M",47,39000,170,5,2,0,5,10.41,0.87,4.68,12
"3384","343a60997ee54bd58cc3601ddcb053ea","M",32,73000,310,6,3,2,7,138.52,7.7,103.88,30
"3385","df31a3f6f0804441aba8c5abc392f753","M",68,33000,402,5,2,2,16,134.94,5.4,92.88,19
"3386","a8bd3006b5c941d6b21e8260771138cc","O",52,60000,506,4,4,3,7,101.82,5.66,22.77,20
"3387","ff7fdf82996949ec82d158a02a1d9cca","F",62,57000,600,6,6,4,17,255.05,7.73,24.68,30
"3388","b14675e3d5c34b508ff6e6686d665794","M",38,38000,1012,5,4,2,14,123.27,4.93,14.23,17
"3389","c28c6b608e6f4efcac632a67d04b43c4","F",74,86000,760,5,4,2,8,172.62,9.09,34.36,19
"3390","2e2c0c6ab3974732b31ff74869932e84","M",25,60000,964,5,3,2,14,42.37,1.77,7,14
"3391","39d1604b571b46a0ab365531ff42f799","M",22,49000,269,5,3,2,2,12.33,1.03,10.24,19
"3392","7c32f0e77e6d4b1d894030cb2de2c304","M",24,35000,49,6,3,0,7,17.04,1.06,4.94,28
"3393","346f86f3e8fd439a83e741e67e3fb74d","M",52,97000,475,5,4,2,4,88.99,5.93,24.34,15
"3394","7529b345609843b18d2cdd10ab4c0a8e","F",54,36000,61,4,4,2,7,60.72,3.57,13.95,20
"3395","4aa1f99e130341f28045d29207c3b2ac","M",62,54000,1078,3,2,0,7,12.59,1.05,3.99,8
"3396","9df0134f61724188b93ad623f9f32289","M",65,55000,119,5,5,0,7,15.85,0.93,4.98,13
"3397","f8f76e7cdf4c42e2a8c08c225ee7e038","M",48,37000,275,3,3,2,7,119.34,7.96,89.88,10
"3398","e94d0928587e4a198fc325c78a2899d2","F",64,93000,210,4,4,2,9,253.34,13.33,45.19,10
"3399","af04f04b84fb427b99dac5087034dab8","M",33,73000,179,3,3,0,5,10.08,0.92,2.61,20
"3400","5529078d0e9a4fbb8a4c1f5f17018cc9","M",25,48000,887,4,2,3,15,178.3,7.43,19.1,25
"3401","5c2a03a9d03145cc9bf953faa2c51fc1","F",56,118000,577,6,5,6,12,306,10.55,38.85,20
"3402","b4460153df8b404a969d64dd6f2204f1","M",66,65000,168,5,3,2,6,23.1,1.44,5.35,23
"3403","30230e56beb04882aacc6b233a84698a","M",31,44000,951,5,3,4,15,168.99,6.26,19.36,27
"3404","6d2dd677fd624c6aadfa5be303242c6e","F",53,108000,49,4,2,1,2,46.08,5.12,25.53,13
"3405","efff6930f36344bd83633a006a5a497f","M",47,85000,979,3,3,3,8,184.97,10.88,33.75,22
"3406","95f5953809514c02b1b42b623b2f1fd9","M",67,74000,1767,3,2,3,5,104.28,8.02,24.58,14
"3407","447600a6896d47e1bc24b473006ccebc","M",75,112000,422,6,1,3,5,143.52,9.57,34.54,17
"3408","c5809b646a4b48ec82424067ce2e639e","F",50,91000,200,4,2,4,6,179.37,11.21,42.45,14
"3409","1661d8802f16412b9bade2f1aea0e64e","M",89,84000,1026,3,3,3,10,188.62,9.93,27.47,15
"3410","bf95390fdcf84916b22cf441d1bf4e46","M",57,104000,935,5,3,4,8,249,12.45,49.7,25
"3411","a55443a41bb4494eadec2451cdcffa55","M",44,96000,644,4,4,2,8,201.13,11.17,35.32,25
"3412","96f00d6a432547f8b906ed5d64758b67","M",38,51000,841,5,5,4,14,205.39,7.34,27.66,24
"3413","9f8dfe338ab347e88b50cbf615d799f4","F",85,74000,301,5,4,5,15,296.34,10.22,31.91,34
"3414","1502fe1c8f9c4973bc0631d34f5147bf","M",66,103000,613,3,1,1,6,158.35,14.4,37.35,5
"3415","338cc645ee5e42a5b61b78ab018f0445","M",34,64000,641,3,3,3,19,349.07,12.47,33.23,25
"3416","89df998636e744a981d7c907e778bea7","M",64,55000,838,5,5,3,10,144.82,6.3,25.98,23
"3417","5e44bc50a2b84b0a89d7246f5a85617e","M",43,99000,4,5,5,3,6,130.88,6.89,30.59,28
"3418","8e92f0cd54c24f87b8405fa73b818529","M",59,54000,615,4,2,3,6,82.36,5.49,21.77,30
"3419","a42ed50acc4d4b25bca647c9e0b916ad","F",62,33000,648,6,4,5,31,461.09,10.02,215.27,17
"3420","67e081badab74950badc43b31cd14abe","F",58,64000,871,4,3,2,8,123.27,7.25,22.44,15
"3421","af41ddef5c8149138aba2cc20a0db9a1","M",22,33000,896,5,4,2,13,94.93,3.96,17.12,15
"3422","87ef3f7155fb4ea9b5e1249c22d0240a","F",63,34000,353,4,2,2,10,53.35,2.96,15.9,5
"3423","a68b9966964240caa919b0c08c201904","M",48,37000,195,4,4,3,21,56.46,1.76,10.13,18
"3424","023411b8a45a4715979dae6cec425a8b","M",61,59000,65,6,5,1,10,21.57,0.98,3.79,8
"3425","e46c47a54e254756bbc5c30ec010cc37","M",75,36000,333,4,4,2,14,127.67,5.32,21.71,8
"3426","28765f822e7f477b90a226ee29bcc473","M",47,43000,421,5,3,4,13,131.93,5.28,15.82,22
"3427","81c7b04f3f344301bb6c578db4886da1","M",41,88000,525,3,3,1,6,122.13,9.39,31.23,12
"3428","f883a0574d944b0488bca8cc4b22a728","F",62,95000,608,3,3,3,10,245,12.89,34.41,14
"3429","5f1b9037df3740af9f300d987513af8f","M",42,61000,174,3,3,1,6,83.43,6.42,21.75,10
"3430","acdf9a19b60d4c13ad594ebcb6b23eb9","F",72,91000,540,6,4,6,9,869.02,34.76,659.47,37
"3431","6994d35034504f6caeacc956d95b3eaa","M",52,68000,447,5,5,5,13,226.78,8.1,26.02,27
"3432","8cd0edcb3a6b44df9be5e7c8831a5c53","M",69,54000,437,4,3,0,7,18.84,1.35,4.23,25
"3433","0dffd428f9f94f60aaf80dd5ac210206","M",48,87000,1152,6,4,5,10,268.42,10.74,39,19
"3434","fc96a24cd4bb4e65983e2598213a6c53","M",66,72000,310,6,6,2,2,27.44,1.71,14.9,14
"3435","d35e585fbb9b4ac1b3ccb9e1bac71335","M",62,54000,958,4,3,2,17,247,9.5,21.37,13
"3436","88876be460544c19a852db9c55a04099","M",30,55000,177,6,4,2,11,37.48,1.63,9.67,40
"3437","c005f7a6e79f4f22bb1e6f147c0e4a70","F",47,93000,117,4,4,3,4,100.86,6.72,35.43,22
"3438","9fb51cd4e0d44e77b34d744866fd514d","M",64,88000,173,5,5,4,4,87.44,4.86,27.41,30
"3439","9be03ba7d3ab456eb3a7f6acf2cdfffc","M",84,98000,1545,4,3,1,5,126.07,9.7,33.23,8
"3440","919ee63437d742729f1f502ae9e619d9","M",39,71000,456,6,6,4,10,168.87,6.5,31.24,14
"3441","a397c7e5c6ca48a1b24e1ef84baa15e8","M",58,36000,81,5,2,0,5,13.87,1.16,7.85,32
"3442","59b7fa7b6be14a97b04cd274b2bdcf0a","F",38,38000,247,4,3,3,7,54.87,3.23,11.79,12
"3443","d609a3e0dcfb4ecc9f6aba6d9d13618b","M",23,74000,262,3,2,1,6,23.92,1.99,13.02,17
"3444","ba370543f3764ef1aae43bfdfe6621d9","F",41,64000,302,5,5,2,2,31.55,2.25,18.31,17
"3445","7378619969094009af10e2097b4a5f76","M",65,53000,1573,2,2,0,0,0,0,0,15
"3446","30d56c0b77ef4c819dfec73e63418a74","F",74,45000,572,4,3,2,9,102.44,5.69,19.2,18
"3447","298453e8cb78470089918b8e0ccb023a","M",69,72000,440,5,5,4,7,122.69,5.84,31.25,13
"3448","de035e26f1c34866984482cf5c2c3e36","F",56,54000,433,4,3,4,16,192.37,7.12,25.93,35
"3449","17e3df325db64f959f8e359e186d0c32","F",42,60000,239,5,5,3,11,139.65,5.82,23.57,25
"3450","4b34026864b64d00ad0a5fa9d7dcdec2","F",52,79000,441,5,4,2,7,150.14,8.34,29.84,5
"3451","d2dd721516be463196ab7bcf100fc82b","F",67,63000,858,5,5,3,7,102.72,5.14,21.96,18
"3452","a03b06dbe5eb4cfd9187a4e57abe3701","F",64,84000,1058,5,5,5,16,339.36,10.95,36,33
"3453","1b60c7f201324499ae707537200b5934","F",67,102000,272,3,3,3,8,224.37,13.2,43.58,17
"3454","2698c067b1d74815bc3a899e301f93e8","M",55,52000,286,4,4,3,4,86.4,5.76,28.3,22
"3455","822415f7e4874367af290069124672e3","M",54,59000,98,4,3,0,4,11.08,1.01,5,11
"3456","43a5c67728a441a78664d2dcbb6a265b","M",46,39000,1248,4,4,0,14,22.22,1.01,3.21,13
"3457","7cb8642dbbd34261babbce3da1ab8e33","F",83,43000,326,5,3,2,13,160.24,6.97,19.77,20
"3458","d0227d0bb2b147dd877d1a373226537b","F",28,59000,470,4,1,4,6,112.88,7.53,28.39,22
"3459","2210c471e13e49539d624a8f2b04f682","M",51,81000,354,6,6,2,10,210.1,8.75,31.28,13
"3460","155a3cc8647a4d74ad15111d2b569e63","F",43,87000,469,6,6,6,8,212.26,8.16,36.61,32
"3461","cf919c80374046dabb38eb0773b3cd5b","M",32,71000,342,6,3,0,6,21.89,1.46,5.74,23
"3462","cce85db37bbd441c9e65adbc1678ec7b","F",59,70000,260,5,5,1,4,68.5,4.57,29.82,15
"3463","998c265dbf8445e892162a8753207c2a","M",46,63000,186,5,5,5,19,267.72,7.87,27.37,32
"3464","5867e3c0c7f54063bfca9b1c98806a00","M",40,59000,197,4,4,4,5,76.15,4.48,17.87,30
"3465","f1378b2fc61f4a61a50f935e4ddd5a7f","M",63,54000,127,5,4,4,13,173.58,6.68,24.74,30
"3466","97ec7fd299d94efdb09450d8482ee28c","M",59,38000,914,3,3,1,12,35.21,1.85,6.01,17
"3467","2349cf9c53bb49e09b23e4684cdcd86a","F",39,32000,617,5,3,4,13,95.7,3.83,15.43,30
"3468","a2a18d707be74e16b724a57dc78fb40b","M",57,76000,844,5,1,1,3,61.57,6.16,22.45,12
"3469","6e6132df38b84767848eabd6e0f12c08","M",48,59000,358,4,3,2,4,84.04,6.46,29.53,22
"3470","68012cc999eb42fda88b5f9b54603d9c","M",18,67000,290,5,3,1,22,86.56,2.79,16.41,30
"3471","9e59453b4ed44df29751981085bd4841","F",58,93000,1412,3,3,1,4,100.4,9.13,34.09,7
"3472","37c9f91a586f471487c0b8e5d38cf87e","M",47,51000,273,3,2,1,6,20.39,1.7,5.79,4
"3473","2a978956672a456480361cd568298185","F",59,101000,56,5,3,3,3,97.47,6.96,37.54,17
"3474","b44607ee72914bc0adf33a2b9c8488c2","M",67,77000,848,3,3,2,13,234.93,11.19,31.37,7
"3475","ac8bd2bd4d0544d88c041608aff94763","F",28,62000,565,5,4,4,24,360.1,9.73,32.2,20
"3476","d0138f4b103a4dbe9147464b061785b6","M",52,92000,1564,5,5,2,5,130.77,7.69,44.76,28
"3477","5572f20d70d84447b09413776106aea1","M",43,57000,365,6,2,0,4,14.08,1.17,5.37,34
"3478","1e211df9e98f4147a9626ab9d2da45a4","O",53,97000,915,4,4,4,10,257.1,11.69,42.36,16
"3479","14c4f0dfa9074925a904d66ab61b9ee6","M",73,52000,338,4,2,0,3,11.53,1.28,6.24,17
"3480","9e473f9bd189408c8fcbb000822f59e6","F",37,57000,891,4,2,4,10,132.03,6.6,22.83,15
"3481","3a75488ebd534a7197d7e74fe87b01fc","M",37,47000,113,2,1,0,5,18.31,2.29,6.47,10
"3482","761517f4583d4e30a0fcdd210b108f33","M",50,55000,342,6,5,0,2,19.97,1.54,10.7,28
"3483","4c5cf94009ff49439ceec4969da5ee2b","M",48,71000,334,3,2,1,15,75.22,3.58,13.83,9
"3484","bad8cb8365e44604b3d415b78dc77582","M",33,44000,87,5,5,0,8,24.63,1.37,4.54,25
"3485","6a001ab9e3e94acf8cb025af31d5c631","M",81,73000,1095,4,4,3,5,96.05,6,27.41,27
"3486","06ed8e3c641e4e8e803f336e5b20ddd7","F",53,114000,277,3,1,3,5,130.14,10.85,34.54,14
"3487","46889a6766494b97aafbf9d75505e45a","M",52,35000,1676,5,3,2,23,44.81,1.36,6.98,32
"3488","04ca4f4a66934cec9d3bbd8833572cf7","F",36,58000,911,5,2,3,9,132.19,6.96,18.54,15
"3489","cd6e9cd2d2794a33a8b6397f7bc1be1f","F",59,75000,885,5,2,2,7,144.72,9.04,36.98,9
"3490","11e2d9f6ef474d13bcf1db21f5c7bb62","M",62,72000,433,3,1,0,0,0,0,0,17
"3491","9e3888d67fb44211814cc57556d09c72","M",71,69000,1151,3,3,2,5,79.99,6.15,20.08,15
"3492","a33e1e7f26ea4b9a824bf1902ee073fc","M",51,106000,252,3,1,0,0,0,0,0,12
"3493","2b3712f73fe941a186ca8a77f67d03c3","F",73,80000,510,3,3,3,9,200.6,11.14,36.93,30
"3494","c166df1c320f45e8b31df4979f8e1ba9","F",65,80000,195,6,6,3,6,109.67,5.22,25.09,26
"3495","72238c93bdfb4272a1f104a59ccc3a37","F",63,108000,241,3,3,0,4,748.69,74.87,654.97,5
"3496","1852fd4c322746798b6128917e068aa7","M",42,57000,1666,6,6,3,21,66.47,1.85,6.07,17
"3497","c2b04827cfc1449abeaa606bdc057115","F",81,77000,756,3,1,1,4,66.8,7.42,21.12,10
"3498","c55ef5e61c2b48a5a85f3163151eae9c","F",73,1e+05,217,5,3,3,4,82.41,5.49,23.42,40
"3499","27846a455b1b43a9a4f01b70b37dd781","M",53,81000,242,5,4,4,3,65.95,4.12,27.37,19
"3500","2366b169d6de42f084c7a64c1b938f9d","M",31,35000,804,6,3,3,14,127.8,4.92,21.06,15
"3501","00e8d701c583461e81cc10053681a12b","M",35,70000,150,4,3,1,7,30.98,2.07,9.8,18
"3502","1e8fa28875f84db89e0b7a9a7d99f639","M",84,63000,1622,5,2,2,11,38.86,1.94,8.66,21
"3503","a9930daf12d445d49c47fa7f08e4bbb7","M",40,56000,228,3,3,1,2,26.27,2.92,16.39,25
"3504","3a87d23281d14467af49851aae1c538a","F",62,72000,306,5,1,3,7,138.07,8.63,28.98,28
"3505","9bff0ab1de694e8aab7f0a43b79772ae","M",21,70000,153,5,2,2,10,46.18,2.43,11.58,25
"3506","e6fc7edd5ee748609bf5842a08af5734","F",74,104000,187,5,5,5,17,462.55,14.45,38.62,25
"3507","9db9f9106fd249bf9979725ddbc1b334","F",64,102000,1070,4,4,3,7,207.22,11.51,43.59,19
"3508","2ca6147969524c5a8ce2b48aade075ab","M",56,47000,185,6,2,0,6,15.93,1.14,4.16,20
"3509","f69c83277b2f456590352ac12a3d8564","F",67,86000,208,4,3,1,3,81.01,7.36,35.03,5
"3510","5ec9aeb4a48e4c5abfa6732d73ca3f7b","M",50,37000,975,5,3,4,17,380.58,13.12,225.33,17
"3511","d34b7763e23147bea3ad40564c64c1f5","F",85,96000,515,3,3,3,8,205.33,12.08,33.34,11
"3512","201c6079c8fa4c9fbef610cdef58317f","M",68,52000,235,5,5,3,5,60.19,3.34,16.9,30
"3513","b6c74d35e22f4926897e89ce1077a722","F",24,56000,195,6,3,5,13,175.89,6.51,21.94,20
"3514","d41708667be04a42a02a9c4ec673765d","F",40,61000,691,4,4,3,7,132.6,7.37,23.71,21
"3515","369f3b700935491eae8d3c41a3c47f97","F",26,72000,596,6,4,3,11,209.82,8.74,32.62,19
"3516","5998802507bd4845b0531295cafaa2a4","F",45,61000,131,4,1,0,6,24.84,2.26,7.29,20
"3517","85d67cfaf71f4a41b9598c1cfd7934cb","M",59,105000,416,5,4,3,11,336.35,14.62,38.62,25
"3518","691070d9519a40f8ad205ee75093269d","F",74,91000,924,5,4,5,11,243.69,9.75,33.5,22
"3519","5d700ca89b394ca4a7695a6b97626b46","M",51,61000,1129,5,5,4,16,53.7,1.79,12.3,24
"3520","5ffe185c9f154f88b34fa3542acdb0d9","M",39,45000,13,6,5,3,6,91.53,4.58,20.83,27
"3521","59071e549a544cb7a89b4ab5bc88b57e","F",65,87000,1046,5,5,5,13,260.36,9.3,38.04,17
"3522","e5d9e755d4824d059283beb207256c6b","M",76,109000,281,3,2,2,2,42.19,4.69,24.44,20
"3523","2ac20da42e704b4bae0a799018096259","F",42,39000,153,5,2,1,7,18.9,1.26,6.6,16
"3524","f953bac2e0d8411e93821982583314c5","F",60,92000,163,4,2,1,7,165.22,11.8,31.94,2
"3525","3bbeb88ccbec431c8d3177b81fb33a92","M",71,64000,101,4,4,4,8,133.35,6.67,28.09,30
"3526","7729cff13e7e48689ca9333265497ff1","F",83,94000,231,4,3,3,11,279.97,13.33,34.63,15
"3527","90afa41287144f5fab10fef8a7eb4fac","M",57,65000,1804,5,4,3,20,364.77,11.4,169.74,10
"3528","11bfe79e5bdb4db7b08b0a8d0314cc2f","F",47,33000,217,4,4,2,7,50.64,2.98,11.75,12
"3529","1e1c90f7f2a547f58221627486d01c78","F",55,103000,286,6,3,4,8,210.01,10,34.82,27
"3530","ffed75d3abc64b488982f50ed12878b5","M",20,44000,133,2,2,0,0,0,0,0,20
"3531","9c8acc324a0047b2aa4f204fccf30281","F",23,61000,601,4,4,3,13,196.18,8.17,26.65,25
"3532","c10dcc31b83b419d8e577f4edad59600","M",78,103000,2,4,1,3,3,63.11,5.74,24.12,20
"3533","e254821bfd864971987e58f751c33f93","M",24,54000,21,4,2,0,4,13.82,1.38,6.15,10
"3534","10f65c82431e4b73bb74ec02be0b60e4","F",71,52000,155,4,3,2,5,64.96,4.64,17.95,7
"3535","e3d7fa1e32ac4eeb9003f2b9af563ac8","M",80,71000,360,4,3,3,11,30.92,1.47,7.32,22
"3536","0ea1f0bb1ba245abbf709b962d326dd7","M",49,89000,656,6,3,4,5,120.62,6.7,30.43,13
"3537","8dc160d00632491db79ee572a13cb7cf","M",48,37000,46,6,6,0,6,14.92,0.83,5.28,24
"3538","986e41e705c24520ac37983e359180f0","F",88,71000,1006,4,3,1,8,142.44,8.9,25.37,5
"3539","d351650b4dfa4351bcfa0ada32c51c63","M",54,61000,487,3,3,2,10,156.11,8.67,27.98,5
"3540","5835a7842e97470daa32e6dbd3006e8e","M",46,67000,245,6,5,0,3,45.37,3.24,17.79,8
"3541","ca208e412e74414aa87273c831217aaa","F",53,98000,10,5,5,0,0,0,0,0,24
"3542","cd9df56e15224a7ca6fadc235988f27f","M",61,35000,63,5,2,0,3,3.22,0.32,1.39,17
"3543","a0c665be4a3d4240ba24e427776535cf","M",50,66000,1807,4,3,3,9,156.07,8.21,32.69,25
"3544","5f0915fb818e42f89c80e87cdf9a3527","F",26,54000,143,6,5,5,10,134.37,5.17,25.21,27
"3545","33c0f47831494a07880bfa248b9c0680","F",61,84000,343,5,5,1,4,79.11,5.27,27.65,30
"3546","f3a513ed02234f539b89e8e8df1e49c0","M",80,50000,376,6,6,4,11,110.73,4.1,21.29,32
"3547","d6424aac00fd47799fb6fb7a1570bf5b","F",22,52000,919,5,4,4,18,116.05,3.74,76.09,22
"3548","4e9ca31f5b424043b12eb4f695b8bc9b","F",62,107000,670,5,2,2,5,137.02,9.79,39.16,24
"3549","d2fdc2be8ab64e4ba04830d441e53fd5","F",101,99000,1158,5,4,1,8,214.34,11.91,43.87,13
"3550","cf03e26617e3435ca8b44e80b38cf110","M",83,40000,79,5,2,1,3,19.03,1.73,8.87,25
"3551","6ad02da4d1c54c92accb983f41251859","M",37,52000,838,5,4,4,13,147.08,5.66,14.16,30
"3552","d42ea4439175405fa8f010b27483e7c2","O",20,61000,1121,3,2,2,13,77.87,3.89,15.56,20
"3553","3e449851dce64101a09e5e11ec1aded9","M",37,54000,156,4,4,3,12,192.42,8.37,32.69,15
"3554","6b55fde85bdd4ed088a6fb7399c4ae99","F",60,58000,253,5,4,4,15,231.41,8.26,26.37,18
"3555","4ea8b6e0463240ff8f60427a54463f15","M",20,49000,67,4,4,0,6,26.58,1.9,10.88,23
"3556","dc5b1efbc3784d10ad98c4809f2bc010","M",85,70000,240,5,5,1,7,48.4,2.69,18.26,17
"3557","468bb5ff07704786ba4cd4a7611e72f3","M",44,77000,290,6,6,3,2,39,2.29,22.83,43
"3558","2bddb0daae10444f9ed9494ecea36bb3","M",81,60000,146,6,4,4,10,148.38,6.18,22.96,19
"3559","54f2fd27d5aa4cfd822219e833cc2af3","M",55,108000,290,3,3,2,6,162.75,11.62,41.47,15
"3560","40843c1d01874dfb9b93f5daa639c2f9","M",73,63000,877,3,3,3,16,221.64,8.87,26.89,12
"3561","8f808e51d5614c859a4cd1ea857ba917","M",64,41000,273,5,2,1,6,22.4,1.6,6.81,37
"3562","9f53a01bf9874fc98e062a90a04d8504","M",74,45000,1045,6,2,1,10,31.67,1.67,9.93,28
"3563","739e166b5cef4225a9bcf89234f02607","F",58,41000,457,6,4,4,13,140.01,5.19,20.03,21
"3564","2c39fda360714a40a5a37bbfc2a10584","M",64,74000,164,5,5,3,4,76.23,4.48,23.89,20
"3565","5e2305fd5d664411934961ed18b50d88","F",44,72000,267,3,3,1,2,40.77,4.53,21.03,10
"3566","a2506fdc02c544a98f491ac97fa62f88","M",64,42000,78,5,2,2,13,37.33,1.7,7.6,27
"3567","7e2849c81e194680851104abc3169c9c","M",68,57000,161,5,5,1,4,60.33,4.02,22.52,7
"3568","6a178900ec8149958962927b1f35fbd4","F",90,57000,91,3,3,3,6,83.27,5.55,21.23,12
"3569","74325dadf8174ef3a03d6a88e802f4cc","M",38,86000,342,5,5,4,8,170.64,7.76,27.32,22
"3570","9d8b11f8ae6c45c5bffc7d7bd1782db7","M",82,76000,989,3,1,0,2,32.81,5.47,17.15,13
"3571","58bf211b359f468db12ae9be587a0c38","F",91,74000,71,6,6,1,2,40.86,2.72,30.75,18
"3572","053ba80f39aa4e4394ecf2d64d8ca85f","F",78,36000,1798,6,5,0,14,31.47,1.26,4.6,42
"3573","b0ebd67e70b54d76a73c1f8dbde43678","M",46,47000,309,6,5,2,9,29.23,1.33,7.39,10
"3574","f47051cad4844338be9332c33ddba9ef","M",88,111000,727,3,3,3,9,1010.78,56.15,785.08,30
"3575","e293d9792af24d0c96beb3f3bce0e6ae","M",72,74000,253,6,2,1,10,39.54,2.08,7.68,35
"3576","e69d14d68af245d38c80ced842edf53a","F",39,55000,1350,6,4,2,18,50.17,1.67,7.64,17
"3577","b8397fc0004f4d70bb0374139d1c6ea3","M",60,73000,940,5,4,5,10,202.68,8.45,27.97,22
"3578","f4f6298b02954c8c9967e83e4ac8ef33","M",64,117000,356,4,3,3,13,290.62,12.64,31.85,10
"3579","3648c1ab78f0419f9abfccbe19be26f4","M",48,40000,47,6,4,0,3,4.87,0.37,2.48,23
"3580","2202161defd14ab9a089cdc5e9c48f3c","F",49,45000,185,3,3,0,4,8.76,0.88,3.95,8
"3581","b973a98befba4c57be97d63c5f07cb12","F",43,33000,274,4,4,3,14,91.07,3.64,13.88,23
"3582","281d463f31e74ecaa4451d169868c5d7","M",30,65000,371,5,5,5,18,352.62,10.69,36.19,22
"3583","1f72aa042368414d90fb3de6801238ac","M",40,70000,679,6,6,5,13,251.27,8.38,29.87,13
"3584","ba3395366d96453981bc7a738ebc2ead","M",18,40000,1437,4,2,1,10,32.73,1.93,11.89,14
"3585","c0b78b7b2a1e49e8b6d6c0eb076d8706","F",61,40000,121,2,2,0,3,5.67,0.81,2.61,20
"3586","5cb74b1c1e6b4a05adfa8387b2ad968c","M",49,72000,38,5,2,1,7,25.05,1.67,10.83,23
"3587","c4c72c2014d042e080972f87df087516","M",69,110000,177,5,1,1,5,148,12.33,37.64,20
"3588","d1330d5ce5e742d9826a79d574df3172","M",68,77000,637,6,4,6,6,141.48,6.43,38.69,33
"3589","4c604cf407254d0a851267bcc1987a7b","M",77,44000,305,4,4,4,9,93.64,4.46,14.45,15
"3590","4a737483c1f947d0b06e5b898448b3e8","M",63,92000,964,5,3,5,7,189.24,9.46,32.34,32
"3591","3c71d5db7aec446cb6dfbae3631fc058","M",61,56000,230,4,4,0,4,10.88,0.91,7.45,10
"3592","bb15c4ca57524cd38626431d27038f2f","M",55,56000,129,4,4,3,4,51.72,3.45,18.19,10
"3593","afd3e2b3a0da49379b6afceaeb250aea","F",74,64000,322,4,3,4,8,125.65,6.61,23.72,19
"3594","6d7d3d2ca20040aeb276d494923c9f2e","M",66,52000,1364,4,3,3,6,77.55,4.85,15.8,22
"3595","25015650d5fb4a8b96e6d289e76cc892","F",58,76000,126,3,2,0,1,15.4,2.57,15.4,5
"3596","bc4f249b7c5f417ebbbca2b184dc14a4","F",49,66000,399,5,5,3,9,167.54,7.62,24.5,28
